Address 1,Address 2,Address 3,Postcode,Permitted Occupants,Licence Issue Date,Licence Expiry Date,Licence Number,latitude,longitude,geocoded_address,marker-symbol,marker-color
,22,Khartoum Road,S11 8RD,5,25-May-21,16-May-25,5307,53.3698911,-1.4954592,"22 Khartoum Rd, Broomhall, Sheffield S11 8RD, UK",home,#0F596B
,25,Khartoum Road,S11 8RD,5,24-Mar-23,23-Mar-28,6159,53.3698404,-1.4948157,"25 Khartoum Rd, Broomhall, Sheffield S11 8RD, UK",home,#0F596B
Floor 2,03-Jan,King Street,S3 8LF,12,11-Aug-22,11-Aug-27,5908,53.3835455,-1.4645999,"King St, Sheffield City Centre, Sheffield S3 8LF, UK",home,#DEEDCF
,157,Lancing Road,S2 4ET,5,22-Feb-24,21-Feb-29,6452,53.3691213,-1.4680954,"157 Lancing Rd, Highfield, Sheffield S2 4ET, UK",home,#0F596B
,212,Lancing Road,S2 4EX,5,09-Mar-21,26-Oct-25,5096,53.3680361,-1.4685487,"212 Lancing Rd, Highfield, Sheffield S2 4EX, UK",home,#0F596B
,32,Langdon Street,S11 8BJ,5,23-Aug-22,07-Aug-27,5918,53.3679711,-1.4815601,"32 Langdon St, Sharrow, Sheffield S11 8BJ, UK",home,#0F596B
,34,Langdon Street,S11 8BJ,5,28-Oct-22,23-Jul-27,5983,53.3679991,-1.4816014,"34 Langdon St, Sharrow, Sheffield S11 8BJ, UK",home,#0F596B
,39,Langdon Street,S11 8BH,5,13-Dec-21,05-Jul-26,5598,53.36806550000001,-1.4820332,"39 Langdon St, Sharrow, Sheffield S11 8BH, UK",home,#0F596B
,2,Langsett Avenue,S6 4AA,4,10-Jun-22,17-Oct-26,5831,53.416185,-1.5109892,"2 Langsett Ave, Sheffield S6 4AA, UK",home,#0A2F51
,552-554,Langsett Road,S6 2LX,6,04-Jan-21,01-Mar-25,4963,53.4021487,-1.499912,"552 Langsett Rd, Hillsborough, Sheffield S6 2LX, UK",home,#16837A
,18b,Lawson Road,S10 5BW,5,25-Jan-24,15-Oct-28,6308,53.3781909,-1.5047424,"18B Lawson Rd, Sheffield S10 5BW, UK",home,#0F596B
,42,Leamington Street,S10 1LW,6,17-Feb-21,26-May-25,5042,53.3854355,-1.4991481,"42 Leamington St, Sheffield S10, UK",home,#16837A
Flat above,169,London Road,S2 4LH,9,14-Nov-22,31-Jul-27,6004,53.3692118,-1.4766543,"169 London Rd, Highfield, Sheffield S2 4LH, UK",home,#74C67A
,412,London Road,S2 4ND,5,06-Jun-23,01-Feb-28,6183,53.3647444,-1.4726165,"412 London Rd, Lowfield, Sheffield S2 4ND, UK",home,#0F596B
,144a,London Road,S2 4LT,7,11-Jan-22,18-May-25,5643,53.3697831,-1.4775122,"144A London Rd, Highfield, Sheffield S2 4LT, UK",home,#1D9A6C
,154a,London Road,S2 4LT,5,21-Mar-24,06-Jan-29,6350,53.3695656,-1.4773393,"154A London Rd, Highfield, Sheffield S2 4LT, UK",home,#0F596B
,158a,London Road,S2 4LT,7,05-Feb-20,04-Feb-25,4617,53.3694745,-1.4772664,"158A London Rd, Highfield, Sheffield S2 4LT, UK",home,#1D9A6C
Victoria Building,227a,London Road,S2 4NF,23,09-May-23,26-Jan-28,6179,53.3676979,-1.4755101,"Victoria Buildings, 227 London Rd, Highfield, Sheffield S2 4NF, UK",home,#DEEDCF
,235a,London Road,S2 4NF,5,11-Oct-21,01-Mar-25,5495,53.3674684,-1.4754677,"235A London Rd, Highfield, Sheffield S2 4NF, UK",home,#0F596B
,274a,London Road,S2 4NA,5,27-Sep-21,07-Dec-25,5472,53.3672641,-1.4759095,"274A London Rd, Highfield, Sheffield S2 4NA, UK",home,#0F596B
,68-72,London Road,S2 4LR,19,03-Aug-21,16-Feb-26,5412,53.3713263,-1.4774112,"68-72 London Rd, Highfield, Sheffield S2 4LR, UK",home,#DEEDCF
,71-75,London Road,S2 4LE,8,17-Jun-22,28-Nov-26,5842,53.3703313,-1.4774158,"The Albion, 71-75 London Rd, Highfield, Sheffield S2 4LE, UK",home,#48B16D
,34,Lydgate Lane,S10 5FH,5,23-Dec-20,14-Sep-25,4956,53.3808823,-1.5064931,"34 Lydgate Ln, Sheffield S10 5FH, UK",home,#0F596B
,22,Lyons Street,S4 7QS,6,15-Nov-22,16-Aug-27,6012,53.3973892,-1.4525988,"22 Lyons St, Sheffield S4 7QS, UK",home,#16837A
,137,Machon Bank,S7 1GS,5,01-Jun-22,03-Jan-26,5806,53.35951240000001,-1.4826779,"137 Machon Bank, Nether Edge, Sheffield S7 1GS, UK",home,#0F596B
,219,Malton Street,S4 7ED,7,23-Nov-22,11-Oct-27,6061,53.39979109999999,-1.4542323,"219 Malton St, Sheffield S4 7ED, UK",home,#1D9A6C
,55,Manchester Road,S10 5DH,8,08-Nov-22,24-Aug-26,5992,53.3765756,-1.5058492,"55 Manchester Rd, Sheffield S10 5DH, UK",home,#48B16D
,610-614,Manchester Road,S36 1DY,11,14-Feb-22,13-Jan-26,5700,53.48363380000001,-1.5986494,"610-614 Manchester Rd, Stocksbridge, Sheffield S36 1DY, UK",home,#DEEDCF
,162,Manor Lane,S2 1UH,7,21-Jun-23,24-Mar-28,6200,53.3731678,-1.4384664,"162 Manor Ln, Sheffield S2 1UH, UK",home,#1D9A6C
,22,Margaret Street,S1 4SX,6,04-Nov-21,15-Mar-25,5531,53.3728274,-1.4697687,"22 Margaret St, Highfield, Sheffield S1 4SX, UK",home,#16837A
,6,Marlborough Road,S10 1DB,7,30-May-22,22-Jan-27,5797,53.3813299,-1.4976529,"6 Marlborough Rd, Sheffield S10 1DB, UK",home,#1D9A6C
,49,Marlborough Road,S10 1DA,6,07-Feb-22,15-Dec-26,5673,53.3800816,-1.4979844,"49 Marlborough Rd, Sheffield S10 1DA, UK",home,#16837A
,50,Marlborough Road,S10 1DB,6,22-Aug-22,30-Jun-25,5912,53.38012879999999,-1.4983791,"50 Marlborough Rd, Sheffield S10 1DB, UK",home,#16837A
,51,Marlborough Road,S10 1DA,7,24-May-22,21-Feb-25,5779,53.3800217,-1.4980302,"51 Marlborough Rd, Sheffield S10 1DA, UK",home,#1D9A6C
,52,Marlborough Road,S10 1DB,6,09-Nov-22,29-Aug-26,5994,53.38013340000001,-1.4984403,"52 Marlborough Rd, Sheffield S10 1DB, UK",home,#16837A
,53,Marlborough Road,S10 1DA,6,02-Feb-22,07-Jun-25,5666,53.3799793,-1.4980531,"53 Marlborough Rd, Sheffield S10 1DA, UK",home,#16837A
,55,Marlborough Road,S10 1DA,6,17-Nov-22,06-Apr-27,6029,53.3799579,-1.4981459,"55 Marlborough Rd, Sheffield S10 1DA, UK",home,#16837A
,61,Marlborough Road,S10 1DA,7,24-Aug-22,26-Feb-26,5919,53.3798542,-1.4981493,"61 Marlborough Rd, Sheffield S10 1DA, UK",home,#1D9A6C
,65,Marlborough Road,S10 1DA,6,12-Jul-21,17-Mar-25,5375,53.3797136,-1.49826,"65 Marlborough Rd, Sheffield S10 1DA, UK",home,#16837A
,17,Marlcliffe Road,S6 4AF,8,22-Jun-23,06-Feb-28,6198,53.41101339999999,-1.5101867,"17 Marlcliffe Rd, Sheffield S6 4AF, UK",home,#48B16D
,181,Marmion Road,S11 8TS,5,27-Jul-22,08-May-27,5874,53.362068,-1.507725,"181 Marmion Rd, Sheffield S11 8TS, UK",home,#0F596B
Apartment 11,100,Matilda Street,S1 4QF,6,14-Feb-23,08-Jun-27,6113,53.37515699999999,-1.4681697,"11, 100 Matilda St, Sheffield City Centre, Sheffield S1 4QF, UK",home,#16837A
"Flat 53-58, Truro Works         ",135,Matilda Street,S1 4QG,6,09-Dec-22,08-Dec-27,6076,53.37455319999999,-1.466075,"53 58, Liberty Works, 135 Matilda St, Sheffield City Centre, Sheffield S1 4QG, UK",home,#16837A
"Flat 77-82, Truro Works         ",135,Matilda Street,S1 4QG,6,09-Dec-22,08-Dec-27,6075,53.37455319999999,-1.466075,"77 82, Liberty Works, 135 Matilda St, Sheffield City Centre, Sheffield S1 4QG, UK",home,#16837A
"Flat 91-96, Truro Works         ",135,Matilda Street,S1 4QG,5,23-Nov-22,10-Sep-27,6060,53.37455319999999,-1.466075,"91 96, Liberty Works, 135 Matilda St, Sheffield City Centre, Sheffield S1 4QG, UK",home,#0F596B
"Flat 120-124, Truro Works       ",135,Matilda Street,S1 4QG,5,23-Nov-22,10-Sep-27,6064,53.37455319999999,-1.466075,"120 124, Liberty Works, 135 Matilda St, Sheffield City Centre, Sheffield S1 4QG, UK",home,#0F596B
"Flat 59-63, Truro Works         ",135,Matilda Street,S1 4QG,5,25-May-22,17-Mar-26,5786,53.37455319999999,-1.466075,"59 63, Liberty Works, 135 Matilda St, Sheffield City Centre, Sheffield S1 4QG, UK",home,#0F596B
"Flat 97-103, Truro Works        ",135,Matilda Street,S1 4QG,6,16-May-22,16-Mar-26,5754,53.37455319999999,-1.466075,"97 103, Liberty Works, 135 Matilda St, Sheffield City Centre, Sheffield S1 4QG, UK",home,#16837A
"Flat 104-109, Truro Works       ",135,Matilda Street,S1 4QG,5,16-May-22,16-Mar-26,5752,53.37455319999999,-1.466075,"104 109, Liberty Works, 135 Matilda St, Sheffield City Centre, Sheffield S1 4QG, UK",home,#0F596B
"Flat 84-90, Truro Works         ",135,Matilda Street,S1 4QG,6,16-May-22,16-Mar-26,5753,53.37455319999999,-1.466075,"84 90, Liberty Works, 135 Matilda St, Sheffield City Centre, Sheffield S1 4QG, UK",home,#16837A
"Flat 126-130, Truro Works       ",135,Matilda Street,S1 4QG,5,20-May-22,16-Mar-26,5772,53.37455319999999,-1.466075,"126 130, Liberty Works, 135 Matilda St, Sheffield City Centre, Sheffield S1 4QG, UK",home,#0F596B
"Flat 115 - 119, Truro Works     ",135,Matilda Street,S1 4QG,5,20-May-22,15-Jan-27,5773,53.37455319999999,-1.466075,"115 119, Liberty Works, 135 Matilda St, Sheffield City Centre, Sheffield S1 4QG, UK",home,#0F596B
"Flat 110 -114, Truro Works      ",135,Matilda Street,S1 4QG,5,25-May-22,08-Jan-27,5787,53.37455319999999,-1.466075,"110 114, Liberty Works, 135 Matilda St, Sheffield City Centre, Sheffield S1 4QG, UK",home,#0F596B
"Flat 34-38, Truro Works         ",135,Matilda Street,S1 4QG,5,26-May-22,25-Jan-27,5791,53.37455319999999,-1.466075,"34 38, Liberty Works, 135 Matilda St, Sheffield City Centre, Sheffield S1 4QG, UK",home,#0F596B
"Flat 65-70, Truro Works         ",135,Matilda Street,S1 4QG,6,25-May-22,25-Jan-27,5785,53.37455319999999,-1.466075,"65 70, Liberty Works, 135 Matilda St, Sheffield City Centre, Sheffield S1 4QG, UK",home,#16837A
"Flat 71-76, Truro Works         ",135,Matilda Street,S1 4QG,6,24-May-22,25-Jan-27,5782,53.37455319999999,-1.466075,"71 76, Liberty Works, 135 Matilda St, Sheffield City Centre, Sheffield S1 4QG, UK",home,#16837A
"Flat 44-48, Truro Works         ",135,Matilda Street,S1 4QG,5,08-Dec-22,07-Dec-27,6074,53.37455319999999,-1.466075,"44 48, Liberty Works, 135 Matilda St, Sheffield City Centre, Sheffield S1 4QG, UK",home,#0F596B
"Flat 26-30, Truro Works         ",135,Matilda Street,S1 4QG,5,08-Dec-22,07-Dec-27,6073,53.37455319999999,-1.466075,"26 30, Liberty Works, 135 Matilda St, Sheffield City Centre, Sheffield S1 4QG, UK",home,#0F596B
Apartment 9,100a,Matilda Street,S1 4QF,6,22-Feb-23,08-Jul-27,6125,53.37515699999999,-1.4681697,"9, 100 Matilda St, Sheffield City Centre, Sheffield S1 4QF, UK",home,#16837A
Apartment 5,100a,Matilda Street,S1 4QF,5,08-Jul-22,07-Jul-27,6126,53.37515699999999,-1.4681697,"5, 100 Matilda St, Sheffield City Centre, Sheffield S1 4QF, UK",home,#0F596B
,85,Meersbrook Park Road,S8 9FP,6,22-Nov-21,28-Dec-25,5551,53.3556726,-1.4726469,"85 Meersbrook Park Rd, Meersbrook, Sheffield S8 9FP, UK",home,#16837A
,12,Melbourn Road,S10 1NS,5,16-Dec-20,03-Feb-25,4945,53.3869136,-1.5023259,"12 Melbourn Rd, Sheffield S10 1NS, UK",home,#0F596B
,15,Melbourn Road,S10 1NR,6,05-Oct-21,02-Feb-25,5484,53.38694479999999,-1.5027887,"15 Melbourn Rd, Sheffield S10 1NR, UK",home,#16837A
,21,Melbourn Road,S10 1NR,6,01-Feb-22,27-Apr-25,5657,53.3870938,-1.5028984,"21 Melbourn Rd, Sheffield S10 1NS, UK",home,#16837A
,32,Melbourn Road,S10 1NS,5,01-Jun-22,31-May-27,5801,53.3873008,-1.5026072,"32 Melbourn Rd, Sheffield S10 1NS, UK",home,#0F596B
,149,Middlewood Road,S6 4HB,9,07-Dec-21,15-May-25,5592,53.4066325,-1.5045703,"149 Middlewood Rd, Sheffield S6 4HB, UK",home,#74C67A
,209,Middlewood Road,S6 4HD,6,05-Jan-21,08-Nov-25,4967,53.4078151,-1.5042716,"209 Middlewood Rd, Sheffield S6 4HD, UK",home,#16837A
,4a,Middlewood Road,S6 4GY,6,16-Mar-23,09-Nov-27,6149,53.4027924,-1.5013981,"4a Middlewood Rd, Hillsborough, Sheffield S6 4GY, UK",home,#16837A
,13,Midland Street,S1 4SZ,5,16-May-24,15-May-25,6455,53.37263919999999,-1.4693023,"13 Midland St, Highfield, Sheffield S1 4SZ, UK",home,#0F596B
,31,Midland Street,S1 4SZ,5,06-Feb-24,03-Jan-29,6310,53.37277899999999,-1.4684701,"31 Midland St, Highfield, Sheffield S1 4SZ, UK",home,#0F596B
Bethany House,1,Millhouses Glen,S11 9HB,5,28-Feb-20,27-Feb-25,4722,53.3509423,-1.5124207,"1 Millhouses Glen, Sheffield S11 9HB, UK",home,#0F596B
,94,Milton Street,S3 7WH,8,22-Nov-22,16-Nov-25,6057,53.3755105,-1.4794852,"94 Milton St, Broomhall, Sheffield S3 7WH, UK",home,#48B16D
,96,Milton Street,S3 7WH,7,28-Mar-23,30-Nov-25,6164,53.3754058,-1.4795884,"96 Milton St, Broomhall, Sheffield S3 7WH, UK",home,#1D9A6C
,100,Milton Street,S3 7WH,9,01-Dec-21,03-Jan-26,5580,53.3753804,-1.4797143,"100 Milton St, Broomhall, Sheffield S3 7WH, UK",home,#74C67A
,11,Minna Road,S3 9AZ,10,17-Jul-22,16-Jul-27,5982,53.3978478,-1.4656531,"11 Minna Rd, Sheffield S3 9AZ, UK",home,#ADDAA1
,17,Mona Road,S10 1NF,5,06-Sep-21,30-Apr-25,5449,53.38617679999999,-1.5010148,"17 Mona Rd, Sheffield S10 1NF, UK",home,#0F596B
,2,Moor End Road,S10 1ND,5,11-Dec-20,21-Feb-25,4932,53.3871213,-1.498481,"2 Moor End Rd, Sheffield S10 1ND, UK",home,#0F596B
,4,Moor End Road,S10 1ND,5,10-Dec-20,10-Feb-25,4930,53.3870918,-1.4985259,"4 Moor End Rd, Sheffield S10 1ND, UK",home,#0F596B
,5,Moor End Road,S10 1ND,5,13-Jul-21,25-May-25,5379,53.3871444,-1.4982003,"5 Moor End Rd, Sheffield S10 1ND, UK",home,#0F596B
,12,Moor End Road,S10 1ND,6,07-Feb-22,30-Nov-26,5675,53.3869772,-1.4984061,"12 Moor End Rd, Sheffield S10 1ND, UK",home,#16837A
,9,Moor Oaks Road,S10 1BX,5,15-Mar-21,07-Apr-25,5115,53.3794687,-1.4990447,"9 Moor Oaks Rd, Sheffield S10 1BX, UK",home,#0F596B
,10,Moor Oaks Road,S10 1BX,10,07-Jul-22,09-May-25,5859,53.3795252,-1.4983205,"10 Moor Oaks Rd, Sheffield S10 1BX, UK",home,#ADDAA1
,11,Moor Oaks Road,S10 1BX,5,08-Nov-21,10-May-25,5534,53.3793547,-1.4984601,"11 Moor Oaks Rd, Sheffield S10 1BX, UK",home,#0F596B
,12,Moor Oaks Road,S10 1BX,7,01-Apr-24,25-Jan-29,6376,53.3797489,-1.4988322,"12 Moor Oaks Rd, Sheffield S10 1BX, UK",home,#1D9A6C
,13,Moor Oaks Road,S10 1BX,8,12-May-21,12-Feb-26,5271,53.3793452,-1.4986368,"13 Moor Oaks Rd, Sheffield S10 1BX, UK",home,#48B16D
,14,Moor Oaks Road,S10 1BX,7,18-Jul-22,10-Jun-25,5870,53.379769,-1.4989089,"14 Moor Oaks Rd, Sheffield S10 1BX, UK",home,#1D9A6C
,16,Moor Oaks Road,S10 1BX,6,14-Dec-21,02-Aug-25,5604,53.3798069,-1.4989952,"16 Moor Oaks Rd, Sheffield S10 1BX, UK",home,#16837A
,21,Moor Oaks Road,S10 1BX,8,20-Apr-21,19-Dec-25,5202,53.3795511,-1.499201,"21 Moor Oaks Rd, Sheffield S10 1BX, UK",home,#48B16D
,33,Moor Oaks Road,S10 1BX,7,26-May-21,13-May-25,5313,53.3797747,-1.4998237,"33 Moor Oaks Rd, Sheffield S10 1BX, UK",home,#1D9A6C
,10,Moorgate Avenue,S10 1EQ,7,24-Nov-21,15-Aug-26,5560,53.3843742,-1.4964401,"10 Moorgate Ave, Sheffield S10 1EQ, UK",home,#1D9A6C
,12,Moorgate Avenue,S10 1EQ,6,10-Nov-22,26-Jan-27,5998,53.3844151,-1.496492,"12 Moorgate Ave, Sheffield S10 1EQ, UK",home,#16837A
,14,Moorgate Avenue,S10 1EQ,6,02-Dec-22,25-Sep-26,6072,53.3843548,-1.4966974,"14 Moorgate Ave, Sheffield S10 1EQ, UK",home,#16837A
,16,Moorgate Avenue,S10 1EQ,6,26-Oct-20,11-Apr-25,4881,53.3844354,-1.4967269,"16 Moorgate Ave, Sheffield S10 1EQ, UK",home,#16837A
,18,Moorgate Avenue,S10 1EQ,6,10-Mar-20,09-Mar-25,4744,53.3845478,-1.496691,"18 Moorgate Ave, Sheffield S10 1EQ, UK",home,#16837A
,20,Moorgate Avenue,S10 1EQ,5,29-Apr-21,01-Mar-25,5222,53.38448630000001,-1.4969375,"20 Moorgate Ave, Sheffield S10 1EQ, UK",home,#0F596B
,22,Moorgate Avenue,S10 1EQ,5,06-May-21,21-Feb-25,5251,53.3845767,-1.4967319,"22 Moorgate Ave, Sheffield S10 1EQ, UK",home,#0F596B
,24,Moorgate Avenue,S10 1EQ,7,15-Feb-21,13-Apr-25,5004,53.3846421,-1.4970421,"24 Moorgate Ave, Sheffield S10 1EQ, UK",home,#1D9A6C
,3,Mowbray Street,S3 8EN,12,17-Nov-22,12-May-27,6027,53.3893801,-1.4689751,"3 Mowbray St, Neepsend, Sheffield S3 8EN, UK",home,#DEEDCF
,5,Mowbray Street,S3 8EN,10,16-Nov-22,23-May-27,6019,53.3911461,-1.4738246,"5B Mowbray St, Neepsend, Sheffield S3 8EN, UK",home,#ADDAA1
,7,Mowbray Street,S3 8EN,10,02-Nov-22,01-Jul-27,5985,53.3909859,-1.4730234,"7 Mowbray St, Neepsend, Sheffield S3 8EN, UK",home,#ADDAA1
,11a,Mowbray Street,S3 8EN,5,19-Dec-22,05-Sep-27,6080,53.3893911,-1.4691339,"11 Mowbray St, Neepsend, Sheffield S3 8EN, UK",home,#0F596B
,98,Mulehouse Road,S10 1TB,0,15-Feb-21,02-May-25,5003,53.3845043,-1.5115128,"98 Mulehouse Rd, Sheffield S10 1TB, UK",home,#0A2F51
,10,Neill Road,S11 8QG,5,06-Sep-22,01-Jul-27,5934,53.3686835,-1.4960722,"10 Neill Rd, Sharrow, Sheffield S11 8QG, UK",home,#0F596B
,12,Neill Road,S11 8QG,5,06-Sep-22,01-Jul-27,5935,53.3686845,-1.4961041,"12 Neill Rd, Sharrow, Sheffield S11 8QG, UK",home,#0F596B
,26,Neill Road,S11 8QG,5,02-Jun-22,01-Mar-27,5819,53.3686394,-1.4965234,"26 Neill Rd, Sharrow, Sheffield S11, UK",home,#0F596B
,34,Neill Road,S11 8QG,5,15-Nov-22,04-Mar-26,6011,53.3685903,-1.4967535,"34 Neill Rd, Sharrow, Sheffield S11 8PR, UK",home,#0F596B
,40,Neill Road,S11 8QG,5,29-Nov-21,07-Dec-25,5569,53.3685278,-1.4969095,"40 Neill Rd, Sharrow, Sheffield S11 8QG, UK",home,#0F596B
,44,Neill Road,S11 8QG,5,05-Jul-22,13-Mar-27,5855,53.3685149,-1.4970738,"44 Neill Rd, Sharrow, Sheffield S11 8QG, UK",home,#0F596B
,52,Neill Road,S11 8QH,5,12-Sep-22,01-Aug-27,5949,53.3684453,-1.4974841,"52 Neill Rd, Sharrow, Sheffield S11 8QH, UK",home,#0F596B
,107,Neill Road,S11 8QJ,5,05-May-21,07-Jun-25,5243,53.3679141,-1.4993764,"107 Neill Rd, Sharrow, Sheffield S11 8QJ, UK",home,#0F596B
,143,Neill Road,S11 8QJ,5,28-Feb-20,27-Feb-25,4721,53.3676727,-1.5004229,"143 Neill Rd, Sharrow, Sheffield S11 8QJ, UK",home,#0F596B
,7,Netherthorpe Walk,S3 7LN,6,05-Jan-21,14-Oct-25,4966,53.38710580000001,-1.4801726,"7 Netherthorpe Walk, Sheffield S3 7LN, UK",home,#16837A
,16,Newbould Lane,S10 2PL,9,07-Feb-24,26-Oct-28,6312,53.37702299999999,-1.4981058,"16 Newbould Ln, Sheffield S10 2PL, UK",home,#74C67A
,28,Newbould Lane,S10 2PL,7,11-Apr-24,13-Mar-29,6391,53.3771834,-1.4986982,"28 Newbould Ln, Sheffield S10 2PL, UK",home,#1D9A6C
,40,Newbould Lane,S10 2PL,6,07-Jan-22,21-Jun-25,5640,53.3776215,-1.4990907,"40 Newbould Ln, Sheffield S10 2PL, UK",home,#16837A
,46,Newbould Lane,S10 2PL,5,15-Feb-21,04-Feb-26,5030,53.3777473,-1.4991836,"46 Newbould Ln, Sheffield S10 2PL, UK",home,#0F596B
,16a,Newbould Lane,S10 2PL,5,12-Jan-24,01-Nov-28,6297,53.37702299999999,-1.4981058,"16 Newbould Ln, Sheffield S10 2PL, UK",home,#0F596B
,18a,Newbould Lane,S10 2PL,6,12-Jan-24,19-Nov-28,6298,53.3770375,-1.4981653,"18A Newbould Ln, Sheffield S10 2PL, UK",home,#16837A
,18b,Newbould Lane,S10 2PL,5,12-Jan-24,14-Nov-28,6299,53.3770375,-1.4981653,"18B Newbould Ln, Sheffield S10 2PL, UK",home,#0F596B
,11,Newington Road,S11 8RZ,5,15-Apr-24,13-Mar-29,6394,53.36886399999999,-1.502453,"11 Newington Rd, Sheffield S11 8RZ, UK",home,#0F596B
,14,Newington Road,S11 8RZ,5,19-Aug-21,16-Apr-25,5441,53.369153,-1.5024649,"14 Newington Rd, Sheffield S11, UK",home,#0F596B
,25,Newington Road,S11 8RZ,5,11-Nov-21,17-Aug-25,5543,53.3690064,-1.5028642,"25 Newington Rd, Sheffield S11 8RZ, UK",home,#0F596B
,5,Nile Street,S10 2PN,5,11-May-21,15-Feb-26,5267,53.3771955,-1.4994108,"5 Nile St, Sheffield S10 2PN, UK",home,#0F596B
,7,Nile Street,S10 2PN,5,22-Jul-21,13-Jan-26,5398,53.3772367,-1.4994887,"7 Nile St, Sheffield S10 2PN, UK",home,#0F596B
7 Norfolk Park Village,200,Norfolk Park Road,S2 2UA,5,23-Mar-21,05-Mar-25,5142,53.3715451,-1.4595189,"7 Norfolk Park Rd, Sheffield S2 2RL, UK",home,#0F596B
85 Norfolk Park Village,200,Norfolk Park Road,S2 2UF,5,23-Sep-24,11-Feb-29,6459,53.37237349999999,-1.4503589,"85, Norfolk Park Student Residence, 200 Norfolk Park Rd, Sheffield S2 2UF, UK",home,#0F596B
71 Norfolk Park Student Villag,200,Norfolk Park Road,S2 3QE,6,20-May-24,25-Jan-29,6421,53.3718814,-1.4575548,"71 Norfolk Park Rd, Sheffield S2, UK",home,#16837A
73 Norfolk Park Student Village,200,Norfolk Park Road,S2 3QE,6,22-May-24,25-Jan-29,6428,53.3717615,-1.4574877,"73 Norfolk Park Rd, Sheffield S2 3QE, UK",home,#16837A
86 Norfolk Park Student Villag,200,Norfolk Park Road,S2 3QE,8,01-Nov-21,10-Jun-25,5520,53.372003,-1.4571688,"86 Norfolk Park Rd, Sheffield S2, UK",home,#48B16D
81 Norfolk Park Student Villag,200,Norfolk Park Road,S2 3QE,8,08-Nov-21,15-Apr-26,5533,53.3718814,-1.4575548,"81 Norfolk Park Rd, Sheffield S2, UK",home,#48B16D
9 Norfolk Park Student Village,200,Norfolk Park Road,S2 3QE,6,10-May-23,15-Jun-26,6181,53.3715451,-1.4595189,"9 Norfolk Park Rd, Sheffield S2 2RL, UK",home,#16837A
41 Norfolk Park Student Villag,200,Norfolk Park Road,S2 3QE,6,19-Apr-21,16-Jun-25,5193,53.3717615,-1.4574877,"41 Norfolk Park Rd, Sheffield S2 3QE, UK",home,#16837A
43 Norfolk Park Village,200,Norfolk Park Road,S2 2UA,6,19-Apr-21,16-Jun-25,5194,53.3717615,-1.4574877,"43 Norfolk Park Rd, Sheffield S2 3QE, UK",home,#16837A
95 Norfolk Park Student Villag,200,Norfolk Park Road,S2 3QE,6,09-Nov-21,05-May-26,5537,53.3728241,-1.4519039,"95, Park Village, 200 Norfolk Park Rd, Sheffield S2 2UF, UK",home,#16837A
96 Norfolk Park Student Villag,200,Norfolk Park Road,S2 3QE,6,09-Nov-21,31-Aug-26,5538,53.3728241,-1.4519039,"96, Park Village, 200 Norfolk Park Rd, Sheffield S2 2UF, UK",home,#16837A
19 Norfolk Park Student Villag,200,Norfolk Park Road,S2 3QE,5,12-Feb-21,10-Jun-25,5027,53.3717615,-1.4574877,"19 Norfolk Park Rd, Sheffield S2 3QE, UK",home,#0F596B
53 Norfolk Park Village,200,Norfolk Park Road,S2 2UA,5,22-Mar-21,14-Feb-25,5135,53.3717615,-1.4574877,"53 Norfolk Park Rd, Sheffield S2 3QE, UK",home,#0F596B
20 Norfolk Park Village,200,Norfolk Park Road,S2 2UA,6,23-Mar-21,14-Feb-25,5126,53.3717615,-1.4574877,"20 Norfolk Park Rd, Sheffield S2 3QE, UK",home,#16837A
62 Norfolk Park Student Villag,200,Norfolk Park Road,S2 3QE,6,12-Feb-21,10-Jun-25,5025,53.3717615,-1.4574877,"62 Norfolk Park Rd, Sheffield S2 3QE, UK",home,#16837A
64 Norfolk Park Student Villag,200,Norfolk Park Road,S2 3QE,6,31-Jan-24,30-Jan-29,6433,53.3718814,-1.4575548,"64 Norfolk Park Rd, Sheffield S2, UK",home,#16837A
66 Norfolk Park Village,200,Norfolk Park Road,S2 2UA,6,22-Mar-21,24-Feb-25,5119,53.3717615,-1.4574877,"66 Norfolk Park Rd, Sheffield S2 3QE, UK",home,#16837A
36 Norfolk Park Village,200,Norfolk Park Road,S2 2UA,5,31-Jan-24,30-Jan-29,6445,53.3717615,-1.4574877,"36 Norfolk Park Rd, Sheffield S2 3QE, UK",home,#0F596B
72 Norfolk Park Village,200,Norfolk Park Road,S2 2UA,5,31-Jan-24,30-Jan-29,6436,53.3718814,-1.4575548,"72 Norfolk Park Rd, Sheffield S2, UK",home,#0F596B
37 Norfolk Park Village,200,Norfolk Park Road,S2 2UA,6,31-Jan-24,30-Jan-29,6427,53.3717615,-1.4574877,"37 Norfolk Park Rd, Sheffield S2 3QE, UK",home,#16837A
34 Norfolk Park Village,200,Norfolk Park Road,S2 2UA,6,31-Jan-24,30-Jan-29,6432,53.3717615,-1.4574877,"34 Norfolk Park Rd, Sheffield S2 3QE, UK",home,#16837A
35 Norfolk Park Village,200,Norfolk Park Road,S2 2UA,6,22-May-24,31-Jan-29,6426,53.3718814,-1.4575548,"35 Norfolk Park Rd, Sheffield S2, UK",home,#16837A
82 Norfolk Park Village,200,Norfolk Park Road,S2 2UF,6,15-Apr-21,05-Mar-25,5188,53.3717615,-1.4574877,"82 Norfolk Park Rd, Sheffield S2 3QE, UK",home,#16837A
